State,Name,Subname,Stats Cat 55% 100%,Leader Skill,Passive Skill,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date
Base,Goku Black,Dark Menace,"HP 15,995 19,395 | ATK 15,091 18,091 | DEF 7,960 10,560","(Super Extreme) PHY Type Ki +3 and HP, ATK & DEF +120%","(Super Extreme) The Rush of Battle ATK & DEF +50% per Ki Sphere obtained Plus an additional DEF +150% when attacking with 3 or more Ki Spheres obtained Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres plus an additional ATK & DEF +10% per Ki Sphere obtained when there is a ""Goku's Family"" Category enemy or when all allies attacking in the same turn are ""Super Bosses"" Category characters Ki +1 (up to +5) and ATK & DEF +30% (up to 150%) with each attack received Chance of performing a critical hit +20% every time the character receives an attack 3 times in battle Randomly changes Ki Spheres of a certain Type (PHY excluded) to PHY Ki Spheres when there is a Super Class enemy Extreme Class allies' Ki +3 and DEF +30%",,Causes immense damage to enemy and greatly lowers ATK & DEF,,"Fear and Faith, Nightmare, Kamehameha, Prepared for Battle, Dismal Future, Big Bad Bosses, Fierce Battle","Future Saga, Potara, Kamehameha, Realm of Gods, Power of Wishes, Corroded Body and Mind, Super Bosses, Time Travelers, Inhuman Deeds, Worldwide Chaos",[],
Base,Chilled,Attack of the Space Pirate,"HP 12,848 14,648 | ATK 12,161 13,961 | DEF 8,192 9,992","(Extreme) INT & PHY Types Ki +3 and HP, ATK & DEF +70%","(Extreme) True Nature of the Space Pirate ATK & DEF +30% per Ki Sphere obtained Plus an additional ATK & DEF +30% per INT Ki Sphere obtained Plus an additional ATK & DEF +60% when performing a Super Attack Ki +2 and chance of performing a critical hit & chance of evading enemy's attack (including Super Attack) +50% when there are another 2 or more ""Inhuman Deeds"" Category allies on the team High chance of stunning all enemies when there are 2 or more Super Class enemies at start of turn",,"Greatly raises DEF for 1 turn, causes supreme damage to enemy and greatly lowers ATK",,"Brutal Beatdown, Coward, Strongest Clan in Space, Thirst for Conquest, Bombardment, Super Strike, Shattering the Limit","Wicked Bloodline, Space-Traveling Warriors, Storied Figures, Terrifying Conquerors, Inhuman Deeds, Crossover",[],
Base,Bardock,Raging Counterattack,"HP 18,904 21,504 | ATK 17,773 20,773 | DEF 10,108 13,508","(Extreme) ""Revenge"" or ""Low-Class Warrior"" Category Ki +4 and HP, ATK & DEF +170%","(Extreme) Destined Opponent Ki +2 and ATK & DEF +150% Plus an additional ATK +50% when attacking Plus an additional ATK +20% (up to 100%) and reduces damage received by 10% (up to 50%) per ""Low-Class Warrior"" Category ally on the team Plus an additional ATK +50% and attacks effective against all Types when there is a ""Wicked Bloodline"" Category enemy Launches an additional attack that has a high chance of becoming a Super Attack when there is another ""Low-Class Warrior"" Category ally attacking in the same turn","Active Skill Transformation Condition: Can be activated starting from the 4th turn from the start of battle, or can be activated at any time when there is a ""Wicked Bloodline"" Category enemy (once only) Transforms Animation: Play",Greatly raises DEF and causes immense damage to enemy,,"Saiyan Warrior Race, The Saiyan Lineage, Saiyan Pride, Family Ties, Experienced Fighters, Prepared for Battle, Fierce Battle","Pure Saiyans, Goku's Family, Super Saiyans, Transformation Boost, Powerful Comeback, Miraculous Awakening, Bond of Parent and Child, Low-Class Warrior, Resurrected Warriors, Time Travelers, Storied Figures, Legendary Existence, Revenge, Exploding Rage, Crossover","Can be activated starting from the 4th turn from the start of battle, or can be activated at any time when there is a ""Wicked Bloodline"" Category enemy (once only)",
Transformation,Super Saiyan Bardock,Raging Counterattack,"HP 18,904 21,504 | ATK 17,773 20,773 | DEF 10,108 13,508","(Extreme) ""Revenge"" or ""Low-Class Warrior"" Category Ki +4 and HP, ATK & DEF +170%","(Extreme) Golden Saiyan Ki +3, ATK & DEF +180% and attacks effective against all Types Reduces damage received by 18% Launches an additional attack that has a great chance of becoming a Super Attack Plus an additional ATK +100% when attacking Medium chance of performing a critical hit Medium chance of evading enemy's attack (including Super Attack) Plus an additional Ki +3, chance of performing a critical hit & chance of evading enemy's attack (including Super Attack) +18% and reduces damage received by 18% for 5 turns from the character's entry turn Launches an additional Super Attack and all attacks become critical hits when there is a ""Wicked Bloodline"" Category enemy",,"Greatly raises ATK & DEF for 1 turn, causes immense damage to enemy and greatly lowers DEF",,"Super Saiyan, The Saiyan Lineage, Saiyan Pride, Family Ties, The First Awakened, Prepared for Battle, Fierce Battle","Pure Saiyans, Goku's Family, Super Saiyans, Transformation Boost, Powerful Comeback, Miraculous Awakening, Bond of Parent and Child, Low-Class Warrior, Resurrected Warriors, Time Travelers, Storied Figures, Legendary Existence, Revenge, Exploding Rage, Crossover",,
Base,Babidi & Dabura,Wicked Wizard and Lord of the Demon Realm,"HP 15,224 17,824 | ATK 14,613 17,613 | DEF 9,672 13,072","(Extreme) ""Majin Buu Saga"" Category Ki +4 and HP, ATK & DEF +150%","(Extreme) Magic Power Control Ki +8 and ATK & DEF +188% Plus an additional ATK & DEF +88% when performing a Super Attack Launches an additional Super Attack when Ki is 22 or more if there is another ""Majin Buu Saga"" Category ally attacking in the same turn Chance of evading enemy's attack (including Super Attack) +20% per ""Majin Buu Saga"" Category ally attacking in the same turn and if all allies attacking in the same turn are ""Majin Buu Saga"" Category characters, plus an additional chance of evading enemy's attack (including Super Attack) +10% Plus an additional Ki +6 and ATK & DEF +66% and great chance of performing a critical hit when the target enemy is in ""ATK Down"" status, in ""DEF Down"" status, stunned or the target enemy's Super Attack is sealed ""Majin Power"" Category allies' Ki +3 and ATK & DEF +30%, plus an additional ATK & DEF +10% for characters who are also Extreme Class",,"Greatly raises DEF for 1 turn, causes colossal damage to enemy, lowers ATK and seals Super Attack","Greatly raises ATK & DEF for 1 turn, causes mega-colossal damage and lowers DEF with a high chance of stunning the enemy","Master of Magic, Majin Resurrection Plan, Thirst for Conquest, Brutal Beatdown, Nightmare, Fear and Faith, Legendary Power","Majin Buu Saga, Demonic Power, Joined Forces, Terrifying Conquerors",[],
Base,Super Saiyan 2 Trunks (Future),Battle to Defend the Dignity of Mankind,"HP 11,578 14,178 | ATK 10,879 13,879 | DEF 6,885 10,285","""Time Travelers"" Category Ki +3 and HP, ATK & DEF +130%","Determination Acquired Through Time Traveling Activates the Entrance Animation (once only) and chance of evading enemy's attack (including Super Attack) +20% and all allies' Ki +3 for 4 turns from the character's entry turn when there is another ""Future Saga"" Category ally on the team upon the character's entry ATK & DEF +60% (up to 300%) and chance of performing a critical hit & chance of evading enemy's attack (including Super Attack) +10% (up to 50%) per ""Time Travelers"" Category ally on the team Plus an additional chance of performing a critical hit & chance of evading enemy's attack (including Super Attack) +20% when HP is 70% or less Plus an additional ATK +150% when performing a Super Attack Plus an additional ATK & DEF +150% starting from the turn in which the character evades the 3rd attack in battle Animations: Entry",,Greatly raises ATK & DEF for 1 turn and causes supreme damage to enemy,,"Super Saiyan, Golden Warrior, Royal Lineage, Messenger from the Future, Dismal Future, Prepared for Battle, Fierce Battle","Future Saga, Hybrid Saiyans, Vegeta's Family, Super Saiyan 2, Power Beyond Super Saiyan, Bond of Parent and Child, Bond of Master and Disciple, Super Heroes, Earth-Bred Fighters, Time Travelers, Revenge, Entrusted Will, Battle of Wits",[],
Base,Goku (Youth) & Krillin (Youth) & Bulma (Youth),Adventure with Friends!,"HP 13,928 16,528 | ATK 15,196 18,596 | DEF 9,591 12,591","""DB Saga"" Category Ki +3 and HP, ATK & DEF +80%","Treasure Hunt Companions Activates the Entrance Animation (once only) and ATK & DEF +82% for 4 turns from the character's entry turn when there are another 2 or more ""DB Saga"" or ""Earth-Bred Fighters"" Category allies on the team upon the character's entry ATK & DEF +77% when performing a Super Attack and within the same turn, ""DB Saga"" Category allies' ATK +30% (self excluded) ""Earth-Bred Fighters"" Category allies' DEF +30% (self excluded) when performing an Ultra Super Attack Ki +1 plus an additional ATK & DEF +17% and chance of performing a critical hit +7% per ""DB Saga"" Category ally on the team Plus an additional ATK & DEF +77%, launches an additional attack that has a medium chance of becoming a Super Attack and medium chance of evading enemy's attack (including Super Attack) when there is another ""Earth-Bred Fighters"" Category ally attacking in the same turn Animations: Entry","Active Skill Seductive Attack Condition: Can be activated when facing only 1 enemy, whose HP is 50% or more, or when all allies attacking in the same turn are Super Class ""DB Saga"" Category characters (once only) Chance of evading enemy's attack (including Super Attack) +30% for 1 turn and disables a single targeted enemy's action once within the turn Animation: Play",Greatly raises ATK & DEF for 1 turn and causes colossal damage to enemy,Greatly raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy; raises Super Class allies' ATK by 30% for 1 turn,"Courage, The Innocents, Infighter, Guidance of the Dragon Balls, The Incredible Adventure, Shattering the Limit, Legendary Power","DB Saga, Youth, Joined Forces, Earth-Bred Fighters, Dragon Ball Seekers",[],
Base,Dodoria,Cruel Death Sentence,"HP 11,578 14,578 | ATK 10,509 13,509 | DEF 7,347 10,347","""Inhuman Deeds"" Category Ki +3 and HP, ATK & DEF +130%","This Was Ordered by Lord Frieza Ki +2 and ATK & DEF +150% Plus an additional ATK & DEF +100% when performing a Super Attack Plus an additional ATK +10% (up to 50%) and chance of performing a critical hit +6% (up to 30%) with each attack performed ""Inhuman Deeds"" Category allies' Ki +2 and ATK & DEF +50% Launches an additional attack that has a high chance of becoming a Super Attack for 5 turns from the character's entry turn Plus an additional ATK & DEF +100% and chance of performing a critical hit +50% starting from the 6th turn from the character's entry turn Launches an additional attack that has a great chance of becoming a Super Attack when there is an ally whose name includes ""Frieza"" (Frieza Soldier excluded) on the team, and guards all attacks if that ally is attacking in the same turn",,Raises ATK & DEF for 1 turn and causes supreme damage with a high chance of stunning the enemy,,"Brutal Beatdown, Coward, Frieza's Minion, Frieza's Army, Loyalty, Nightmare, Fierce Battle","Space-Traveling Warriors, Terrifying Conquerors, Inhuman Deeds",[],
Base,Frieza (1st Form),Beautiful Final View,"HP 14,785 17,385 | ATK 12,866 15,866 | DEF 9,150 12,550","""Planetary Destruction"" or ""Space-Traveling Warriors"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Inhuman Deeds"" or ""Terrifying Conquerors"" Category","Complete Purge Activates the Entrance Animation (once only) and ATK & DEF +100% and launches an additional attack that has a high chance of becoming a Super Attack for 5 turns from the character's entry turn when there are another 2 or more ""Space-Traveling Warriors"" Category allies on the team upon the character's entry Ki +3 and ATK & DEF +150% Plus an additional ATK & DEF +150% when attacking Plus an additional DEF +20% and chance of performing a critical hit +10% per ""Terrifying Conquerors"" Category ally on the team Plus an additional ATK +100% and launches an additional Super Attack starting from the turn in which the character performs the 5th attack in battle If there is a ""Pure Saiyans"" Category enemy, launches an additional Super Attack when there is a ""Low-Class Warrior"" Category enemy plus an additional ATK +100% and chance of performing a critical hit +50% Animations: Entry","Active Skill Greatest Show in the Universe Condition: Can be activated when there is a ""Low-Class Warrior"" Category enemy, when there is a ""Pure Saiyans"" Category enemy starting from the 3rd turn from the start of battle, or starting from the 5th turn from the start of battle (once only) Causes ultimate damage to enemy and disables enemy's action once within the turn Animation: Ultimate Special","Raises ATK, raises DEF for 1 turn, causes immense damage to enemy and greatly lowers ATK",,"Big Bad Bosses, Frieza's Army, Universe’s Most Malevolent, Strongest Clan in Space, Thirst for Conquest, Fear and Faith, Fierce Battle","Wicked Bloodline, Sworn Enemies, Gifted Warriors, Space-Traveling Warriors, Terrifying Conquerors, Inhuman Deeds, Planetary Destruction",[],
Base,Team Bardock,Grand Opening,"HP 14,090 17,090 | ATK 14,807 17,807 | DEF 9,996 12,996","(Extreme) ""Team Bardock"" Category Ki +4 and HP, ATK & DEF +130%","(Extreme) Saiyans Assemble Ki +3 and ATK & DEF +100% Plus an additional ATK +50% when performing a Super Attack Plus an additional Ki +1 (up to +5) and ATK & DEF +20% (up to 100%) per ""Team Bardock"" Category ally on the team Plus an additional DEF +50% and launches an additional Super Attack when there is another ""Team Bardock"" Category ally attacking in the same turn Super Class allies' ATK & DEF +50% Ki +1 plus an additional ATK & DEF +20% for ""Team Bardock"" Category allies",,Greatly raises ATK & DEF for 1 turn and causes colossal damage to enemy,Greatly raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy; raises Super Class allies' ATK by 30% for 1 turn,"Team Bardock, Saiyan Warrior Race, Saiyan Pride, The Saiyan Lineage, Saiyan Roar, Prepared for Battle, Legendary Power","Pure Saiyans, Giant Ape Power, Uncontrollable Power, Joined Forces, Team Bardock, Low-Class Warrior, Space-Traveling Warriors, Storied Figures",[],
